Accession Number	Spp	Number of Proteins in Genome	Number of Hits to Genome	Percent Proteins Hit
NC_013647	Klebsiella phage KP32	44	45	20.45
NC_008168	Choristoneura occidentalis granulovirus	116	7	1.72
NC_022096	Pseudomonas phage PaBG	308	212	4.55
NC_009877	Mycobacterium phage U2	81	50	8.64
NC_008603	Paramecium bursaria Chlorella virus FR483	849	813	6.83
NC_019421	Clostridium phage phiMMP02	76	82	9.21
NC_001798	Human alphaherpesvirus 2	77	16	2.60
NC_023615	Invertebrate iridescent virus 22	174	175	10.34
NC_013648	Enterococcus phage phiFL3A	64	41	14.06
NC_006949	Enterobacteria phage ES18	79	55	15.19
NC_006565	Lactobacillus virus LP65	165	14	4.24
NC_023552	Mycobacterium phage Donovan	78	57	5.13
NC_023725	Mycobacterium phage Nappy	234	120	5.56
NC_010437	Bat coronavirus 1A	7	2	28.57
NC_019719	Enterobacteria phage HK633	67	63	25.37
NC_022982	Xylella phage Paz	51	14	9.80
NC_005893	Lactobacillus phage phiAT3	55	9	5.45
NC_021311	Mycobacterium phage Phaux	145	142	8.97
NC_021221	Fowl aviadenovirus 5	39	2	2.56
NC_008376	Geobacillus phage GBSV1	54	33	22.22
NC_023587	Synechococcus phage ACG-2014h	221	627	34.84
NC_019550	Liberibacter phage SC2	47	43	14.89
NC_020841	Psychrobacter phage pOW20-A	71	177	16.90
NC_008194	Mycobacterium virus 244	142	123	9.15
NC_003310	Monkeypox virus Zaire-96-I-16	191	55	3.66
NC_015271	Salmonella phage Vi06	47	16	17.02
NC_003309	Burkholderia virus phiE125	71	127	25.35
NC_019525	Bdellovibrio phage phi1422	76	48	7.89
NC_024329	Podovirus Lau218	48	120	25.00
NC_025452	Dickeya phage RC-2014	196	67	12.24
NC_018838	Propionibacterium phage P100_A	45	4	6.67
NC_022071	Mycobacterium phage Crossroads	133	35	6.77
NC_003313	Vibrio phage K139	44	5	9.09
NC_014636	Aeromonas phage phiAS5	343	144	8.75
NC_005178	Pseudomonas phage D3112	55	3	5.45
NC_013638	Pseudomonas phage phi-2	43	15	4.65
NC_018504	Apocheima cinerarium nucleopolyhedrovirus	117	7	2.56
NC_023699	Mycobacterium phage SG4	105	91	7.62
NC_023554	Mycobacterium phage JAMaL	98	17	4.08
NC_023577	Mycobacterium phage Obama12	89	114	15.73
NC_023706	Rhodococcus phage ReqiDocB7	105	22	4.76
NC_022763	Bacillus phage Spock	283	112	4.59
NC_004117	Mamestra configurata nucleopolyhedrovirus B	168	31	2.98
NC_011269	Mycobacterium phage ScottMcG	221	121	4.98
NC_023720	Mycobacterium phage Perseus	92	48	9.78
NC_003494	Infectious spleen and kidney necrosis virus	125	39	4.00
NC_024784	Escherichia phage vB_EcoS_AHS24	81	30	11.11
NC_019398	Cronobacter phage vB_CsaM_GAP161	275	133	13.82
NC_007383	Trichoplusia ni single nucleopolyhedrovirus	145	26	4.83
NC_005891	Vibrio phage VP5	48	32	10.42
NC_018841	Propionibacterium phage P101A	47	1	2.13
NC_022338	Propionibacterium phage PHL060L00	46	1	2.17
NC_017974	Cronobacter phage CR3	265	100	7.55
NC_024697	Aureococcus anophagefferens virus	376	639	14.10
NC_004812	Macacine alphaherpesvirus 1	75	21	2.67
NC_022067	Mycobacterium phage Wanda	240	169	6.67
NC_023602	Mycobacterium phage 32HC	86	59	5.81
NC_018875	Epinotia aporema granulovirus	132	11	3.03
NC_016072	Megavirus chiliensis	1120	1558	9.02
NC_021558	Paenibacillus phage PG1	67	14	7.46
NC_023502	Rhizobium phage vB_RleS_L338C	181	121	9.39
NC_023607	Mycobacterium phage 40AC	90	92	14.44
NC_025467	Enterococcus phage vB_Efae230P-4	25	1	4.00
NC_022323	Escherichia phage JES2013	220	46	6.36
NC_000929	Escherichia virus Mu	55	30	9.09
NC_023426	Anomala cuprea entomopoxvirus	263	330	1.90
NC_008574	Ralstonia phage RSM1	15	25	6.67
NC_020848	Vibrio phage VBP47	115	45	12.17
NC_019513	Staphylococcus phage SMSAP5	42	57	23.81
NC_021348	Mycobacterium phage ArcherS7	237	116	5.06
NC_021344	Escherichia phage Lw1	273	112	11.72
NC_025449	Escherichia phage ECML-134	270	108	11.85
NC_023610	Erwinia phage PhiEaH1	241	90	2.07
NC_025466	Shewanella sp. phage 3/49	70	56	11.43
NC_018272	Nonlabens phage P12024L	58	226	43.10
NC_018847	Propionibacterium phage ATCC29399B_T	46	1	2.17
NC_024451	Armadillidium vulgare iridescent virus	203	146	8.87
NC_025458	Shewanella sp. phage 1/41	69	27	17.39
NC_015457	Shigella phage Shfl2	265	110	9.81
NC_015719	Escherichia phage K30	49	37	12.24
NC_012788	Mycobacterium phage Angel	61	25	4.92
NC_013643	Enterococcus phage phiFL2A	63	32	12.70
NC_023553	Mycobacterium phage Echild	100	44	9.00
NC_005882	Burkholderia virus BcepMu	53	47	13.21
NC_019506	Clostridium phage phiCP13O	55	15	7.27
NC_014637	Cafeteria roenbergensis virus BV-PW1	544	1140	13.60
NC_013694	Mycobacterium phage Peaches	86	124	18.60
NC_022968	Escherichia phage 4MG	271	90	7.38
NC_019921	Staphylococcus phage phi5967PVL	42	8	11.90
NC_007048	Staphylococcus phage 69	69	9	5.80
NC_013645	Streptococcus phage Abc2	48	10	12.50
NC_015285	Prochlorococcus phage Syn33	227	723	35.24
NC_023600	Mycobacterium phage Jolie1	98	23	4.08
NC_020199	Staphylococcus phage phi7401PVL	44	67	27.27
NC_012223	Escherichia virus SSL2009a	67	41	23.88
NC_019448	Staphylococcus phage GH15	214	52	6.54
NC_024203	Lactococcus phage P092	76	2	2.63
NC_023568	Vibrio phage VH7D	327	272	13.76
NC_019723	Enterobacteria phage HK630	69	32	14.49
NC_024789	Escherichia phage vB_EcoS_AKS96	74	39	9.46
NC_008203	Mycobacterium phage Che12	98	29	8.16
NC_016658	Cyanophage NATL1A-7	65	23	13.85
NC_001909	Lactococcus virus bIL170	64	12	4.69
NC_001491	Equid alphaherpesvirus 1	80	22	3.75
NC_011166	Pseudomonas phage LMA2	94	255	95.74
NC_024217	Nitrincola phage 1M3-16	144	72	11.81
NC_020838	Synechococcus phage S-RIP2	54	186	25.93
NC_006883	Prochlorococcus phage P-SSM2	334	1272	36.83
NC_021332	Staphylococcus phage StauST398-3	69	21	7.25
NC_001271	Yersinia phage phiYeO3-12	59	93	22.03
NC_007151	Chrysodeixis chalcites nucleopolyhedrovirus	151	33	5.30
NC_019450	Pseudomonas phage JG004	161	55	11.80
NC_005857	Klebsiella phage phiKO2	64	68	23.44
NC_004928	Enterobacteria phage RB69	273	89	10.26
NC_023701	Mycobacterium phage Acadian	97	54	6.19
NC_015294	Pseudomonas phage PAK_P1	181	55	9.94
NC_017940	European catfish virus	136	94	6.62
NC_023710	Mycobacterium phage RidgeCB	94	31	7.45
NC_020843	Vibrio phage 11895-B1	196	66	6.63
NC_024386	Leuconostoc phage phiLN25	41	2	2.44
NC_004003	Goatpox virus Pellor	150	12	2.00
NC_003389	Swinepox virus	150	33	2.00
NC_020486	Synechococcus phage S-RIM8 A.HR1	211	746	35.07
NC_003356	Enterobacteria phage phiP27	58	93	18.97
NC_023580	Mycobacterium phage Saal	101	39	6.93
NC_020846	Vibrio phage pYD21-A	74	45	12.16
NC_021319	Halovirus HCTV-2	86	10	1.16
NC_020847	Prochlorococcus phage MED4-184	59	54	27.12
NC_026928	Synechococcus phage ACG-2014e	213	623	35.68
NC_021561	Vibrio phage pYD38-B	57	25	5.26
NC_019721	Enterobacterial phage mEp390	59	70	28.81
NC_007064	Staphylococcus phage 92	64	39	12.50
NC_005337	Bovine papular stomatitis virus	131	11	1.53
NC_022086	Mycobacterium phage LittleCherry	87	52	9.20
NC_023571	Oenococcus phage phiS11	59	35	6.78
NC_001847	Bovine alphaherpesvirus 1	70	26	4.29
NC_025471	Idiomarinaceae phage Phi1M2-2	65	39	13.85
NC_000852	Paramecium bursaria Chlorella virus 1	802	842	8.23
NC_008201	Mannheimia phage phiMHaA1	49	39	26.53
NC_023606	Mycobacterium phage CRB1	94	59	11.70
NC_015283	Prochlorococcus phage P-RSM4	239	856	30.54
NC_012027	Mycobacterium phage Phlyer	103	29	5.83
NC_023503	Streptococcus phage 20617	68	127	5.88
NC_023693	Enterobacteria phage phi92	250	317	9.60
NC_004105	Ectromelia virus	173	58	3.47
NC_021067	Vibrio phage helene 12B3	263	101	6.08
NC_002665	Bovine gammaherpesvirus 4	79	10	5.06
NC_009603	Microbacterium phage Min1	77	115	10.39
NC_008206	Mycobacterium phage Wildcat	148	73	4.73
NC_021794	Cellulophaga phage phi18:3	123	86	15.45
NC_016656	Cyanophage P-SSP2	56	38	21.43
NC_027351	Salmonella phage SSE121	242	94	9.92
NC_019422	Clostridium phage phiMMP04	51	28	11.76
NC_007051	Staphylococcus phage 2638A	57	52	15.79
NC_019710	Enterobacteria phage HK140	71	47	29.58
NC_011756	Pseudomonas phage SN	92	256	93.48
NC_012742	Xanthomonas phage phiL7	58	67	20.69
NC_008562	Microcystis aeruginosa phage Ma-LMM01	184	123	7.61
NC_023569	Vibrio phage SHOU24	96	26	6.25
NC_015208	Pseudomonas phage phi15	50	27	18.00
NC_006820	Synechococcus phage S-PM2	244	622	32.79
NC_008584	Thermus phage phiYS40	170	153	5.88
NC_000872	Streptococcus phage Sfi21	50	8	12.00
NC_009233	Heliothis virescens ascovirus 3e	180	15	2.22
NC_021539	Listeria phage LP-030-2	69	32	7.25
NC_011216	Burkholderia phage KS10	49	46	6.12
NC_002331	Xestia c-nigrum granulovirus	181	3	1.10
NC_020844	Salicola phage CGphi29	64	171	20.31
NC_020870	Leuconostoc phage phiLN04	39	4	5.13
NC_018280	Celeribacter phage P12053L	56	245	35.71
NC_009811	Listeria virus A511	190	57	6.32
NC_004112	Lactobacillus phage A2	61	24	11.48
NC_020204	Klebsiella phage JD001	68	54	13.24
NC_018277	Staphylococcus phage SpaA1	63	21	9.52
NC_019517	Escherichia phage FV3	218	46	7.34
NC_024136	Mycobacterium phage Seabiscuit	94	39	9.57
NC_013594	Escherichia phage D108	57	30	8.77
NC_017984	Acinetobacter bacteriophage AP22	89	157	13.48
NC_014662	Enterobacter phage CC31	279	105	11.47
NC_019455	Haemophilus phage SuMu	55	4	5.45
NC_015273	Burkholderia phage KS14	44	34	20.45
NC_019725	Escherichia phage ADB-2	78	31	10.26
NC_024207	Bacillus phage Evoli	294	84	3.40
NC_008798	Staphylococcus phage phiETA2	69	10	5.80
NC_002214	Streptococcus phage Sfi11	51	5	5.88
NC_005309	Canarypox virus	328	40	2.13
NC_008363	Lactococcus virus P008	58	16	3.45
NC_019419	Escherichia virus JL1	60	43	26.67
NC_023556	Achromobacter phage JWAlpha	91	34	13.19
NC_024368	Mycobacterium phage Pinto	87	46	9.20
NC_016655	Rhodococcus phage REQ1	85	26	12.94
NC_024361	Streptococcus phage DCC1738	56	24	12.50
NC_005282	Salmonella phage FelixO1	131	60	12.21
NC_021249	Choristoneura rosaceana entomopoxvirus 'L'	296	36	4.05
NC_011645	Bacillus phage TP21-L	56	44	7.14
NC_021061	Mycobacterium phage Butters	66	55	4.55
NC_008152	Escherichia virus K1-5	52	16	11.54
NC_007057	Staphylococcus phage 96	74	13	2.70
NC_016158	Escherichia phage HK639	76	53	19.74
NC_022971	Pseudomonas phage phiIBB-PAA2	69	165	10.14
NC_006884	Prochlorococcus phage P-SSM4	221	784	31.67
NC_025470	Shewanella sp. phage 1/40	236	70	6.78
NC_018860	Bacillus phage BCP78	227	128	6.61
NC_008520	Anticarsia gemmatalis nucleopolyhedrovirus	158	7	1.90
NC_009235	Burkholderia virus phi6442	71	80	19.72
NC_021533	Mycobacterium phage BTCU-1	73	62	10.96
NC_001697	Haemophilus phage HP1	42	20	21.43
NC_007045	Staphylococcus phage PT1028	22	4	4.55
NC_013055	Burkholderia phage KS9	50	170	32.00
NC_009236	Burkholderia virus phiE122	50	30	22.00
NC_024150	California sea lion adenovirus 1	30	6	3.33
NC_023591	Mycobacterium phage Adler	125	32	5.60
NC_021329	Halovirus HRTV-4	73	12	2.74
NC_020082	Edwardsiella phage MSW-3	66	19	9.09
NC_019930	Tetrasphaera phage TJE1	66	18	4.55
NC_007809	Pseudomonas phage M6	85	118	17.65
NC_018843	Salmonella phage SSU5	130	221	14.62
NC_001942	Mycoplasma phage MAV1	15	1	6.67
NC_003907	Vibrio phage VpV262	67	1	1.49
NC_006940	Salmonella phage SS3e	58	20	12.07
NC_007967	Streptomyces phage mu1/6	52	20	5.77
NC_023609	Mycobacterium phage RhynO	73	78	17.81
NC_011802	Salmonella phage SE1	67	72	22.39
NC_000899	Fowl aviadenovirus D	29	3	3.45
NC_004156	Helicoverpa zea nudivirus 2	113	112	5.31
NC_019909	Yersinia phage phiR1-RT	262	100	11.07
NC_013692	Pseudomonas phage LIT1	90	28	10.00
NC_024355	Staphylococcus phage 6ec	142	71	11.97
NC_024382	Alcelaphine gammaherpesvirus 2	70	14	5.71
NC_028854	Paenibacillus phage Sitara	74	91	32.43
NC_011167	Bacillus virus IEBH	86	10	6.98
NC_022766	Bacillus virus Glittering	78	110	5.13
NC_010583	Escherichia virus EPS7	170	80	12.94
NC_018282	Pseudomonas phage MP1412	77	124	20.78
NC_004775	Salmonella phage epsilon15	51	88	31.37
NC_004629	Pseudomonas phage phiKZ	306	41	4.25
NC_024138	Mycobacterium phage MosMoris	111	32	6.31
NC_009814	Listeria phage P35	56	4	5.36
NC_021309	Mycobacterium phage Phrux	141	137	8.51
NC_007917	Clostridium virus phiCD119	79	59	15.19
NC_019443	Synechococcus phage metaG-MbCM1	234	561	29.49
NC_017979	Goose adenovirus 4	34	1	2.94
NC_006549	Singapore grouper iridovirus	162	107	5.56
NC_023614	Croceibacter phage P2559Y	51	71	25.49
NC_008617	Staphylococcus phage phiNM3	65	28	13.85
NC_003287	Enterobacteria phage M13	10	6	10.00
NC_015049	Cricetid gammaherpesvirus 2	82	10	3.66
NC_024384	Listeria phage LP-030-3	73	7	5.48
NC_011285	Mycobacterium phage Troll4	84	39	4.76
NC_011272	Mycobacterium phage Rizal	220	112	5.00
NC_011041	Escherichia phage V5	233	44	6.01
NC_011976	Salmonella phage epsilon34	73	78	15.07
NC_018519	Blueberry virus A	10	20	10.00
NC_001547	Sindbis virus	4	2	50.00
NC_028788	Paenibacillus phage Diva	60	89	36.67
NC_023499	Staphylococcus phage StauST398-4	65	38	15.38
NC_017969	Escherichia virus AKFV33	160	95	16.88
NC_015293	Pseudoalteromonas phage H105/1	52	58	11.54
NC_022775	Lactobacillus phage phiJB	46	19	6.52
NC_004002	Sheeppox virus	148	12	2.03
NC_004814	Streptococcus phage C1	20	1	5.00
NC_004745	Yersinia phage L-413C	40	10	15.00
NC_024148	Mycobacterium phage Phantastic	91	69	10.99
NC_005210	Beet pseudoyellows virus	8	5	12.50
NC_023593	Escherichia phage KBNP1711	126	88	11.90
NC_019768	Enterobacteria phage HK106	65	66	29.23
NC_009011	Spodoptera frugiperda multiple nucleopolyhedrovirus	143	11	2.80
NC_001266	Rabbit fibroma virus	165	13	3.03
NC_026926	Synechococcus phage ACG-2014j	230	631	34.78
NC_010808	Staphylococcus phage phiMR25	70	26	7.14
NC_010240	Helicoverpa armigera granulovirus	179	3	1.12
NC_021788	Cellulophaga phage phi4:1	197	68	10.66
NC_020080	Klebsiella phage KP27	276	109	12.32
NC_021795	Cellulophaga phage phi17:1	65	24	9.23
NC_016924	Cotia virus SPAn232	185	7	2.16
NC_023548	Citrobacter phage CR8	57	44	15.79
NC_021247	Adoxophyes honmai entomopoxvirus 'L'	247	15	2.02
NC_021335	Halovirus HRTV-7	105	1	0.95
NC_014791	Ugandan cassava brown streak virus	2	7	50.00
NC_011357	Stx2-converting phage 1717	77	122	23.38
NC_015270	Enterococcus phage EFRM31	23	10	13.04
NC_011534	Kluyvera phage Kvp1	47	47	19.15
NC_023704	Mycobacterium phage Doom	85	54	10.59
NC_009815	Listeria phage A006	62	13	9.68
NC_018269	Marinomonas phage P12026	54	117	20.37
NC_015279	Synechococcus phage S-SM2	267	924	45.69
NC_021774	Salmonella phage FSL SP-004	40	10	15.00
NC_027383	Escherichia phage YD-2008.s	62	41	24.19
NC_015938	Salmonella phage 7-11	151	152	11.92
NC_020231	Caviid betaherpesvirus 2	110	5	0.91
NC_007019	Streptococcus phage 2972	44	16	9.09
NC_023561	Enterobacter phage PG7	294	102	9.52
NC_023498	Mycobacterium phage Validus	105	16	5.71
NC_009127	Cyprinid herpesvirus 3	163	34	1.23
NC_005137	Choristoneura fumiferana DEF multiple nucleopolyhedrovirus	149	2	1.34
NC_004686	Mycobacterium phage Che9d	111	83	8.11
NC_019509	Cronobacter virus ESP29491	45	31	22.22
NC_020871	Listeria phage vB_LmoM_AG20	178	54	6.18
NC_011039	Mycobacterium phage Predator	92	21	3.26
NC_013598	Streptococcus phage Alq132	44	12	6.82
NC_006268	Sulfolobus virus STSV1	74	2	1.35
NC_021784	Thermus phage phi OH2	60	41	30.00
NC_010342	Halomonas phage phiHAP-1	46	33	17.39
NC_010495	Salmonella phage Vi II-E1	51	67	13.73
NC_021780	Salmonella phage FSLSP088	70	57	14.29
NC_013036	Anatid alphaherpesvirus 1	77	14	2.60
NC_023744	Mycobacterium phage DS6A	97	26	6.19
NC_016447	Aotine betaherpesvirus 1	146	2	0.68
NC_023566	Rhizobium phage vB_RglS_P106B	95	49	10.53
NC_022563	Squirrelpox virus	141	17	1.42
NC_010276	Orgyia leucostigma nucleopolyhedrovirus	135	35	3.70
NC_019918	Pseudomonas phage vB_PaeM_C2-10_Ab1	158	55	11.39
NC_003345	Halorubrum phage HF2	114	35	5.26
NC_023718	Pseudomonas phage phiPto-bp6g	68	3	4.41
NC_005069	Yersinia phage PY54	67	29	10.45
NC_015251	Aeromonas virus 65	437	124	7.78
NC_023612	Geobacillus phage GBK2	62	152	14.52
NC_012783	Cercopithecine betaherpesvirus 5	177	1	0.56
NC_023501	Bacillus phage BPS10C	271	25	3.32
NC_007709	Xanthomonas phage OP1	59	56	20.34
NC_019538	Aeromonas phage CC2	427	103	7.26
NC_021334	Mycobacterium phage WIVsmall	83	39	7.23
NC_016567	Vibrio phage SIO-2	115	21	4.35
NC_021853	Lactococcus phage 340	58	15	3.45
NC_013600	Sodalis phage SO1	59	44	27.12
NC_006623	Gallid alphaherpesvirus 1	79	10	2.53
NC_023681	Mamestra brassicae multiple nucleopolyhedrovirus	159	29	3.14
NC_007605	Human gammaherpesvirus 4	95	14	2.11
NC_011703	Pseudomonas phage 14-1	90	253	95.56
NC_016509	Grapevine leafroll-associated virus 1	10	1	10.00
NC_022965	Mycobacterium phage CloudWang3	103	97	11.65
NC_021070	Vibrio phage martha 12B12	51	3	5.88
NC_014765	Bathycoccus sp. RCC1105 virus BpV1	203	761	34.98
NC_005263	Burkholderia virus Bcep1	71	47	12.68
NC_019514	Erwinia phage vB_EamP-S6	115	45	9.57
NC_005833	Escherichia virus T1	78	46	11.54
NC_024450	Falconid herpesvirus 1	130	28	2.31
NC_015721	Bdellovibrio phage phi1402	42	1	2.38
NC_011551	Bacteriophage APSE-2	41	98	26.83
NC_023567	Klebsiella phage F19	51	16	11.76
NC_002577	Gallid alphaherpesvirus 3	76	8	2.63
NC_008717	Pseudomonas phage DMS3	52	8	9.62
NC_002656	Mycobacterium phage Bxb1	86	26	6.98
NC_018085	Bacillus phage BtCS33	57	45	15.79
NC_003050	Streptococcus phage MM1	53	35	13.21
NC_015960	Yokapox virus	186	43	2.69
NC_021789	Cellulophaga phage phi19:3	129	80	17.05
NC_019502	Bacillus phage phIS3501	51	23	11.76
NC_016164	Synechococcus phage S-CBS1	43	131	32.56
NC_019709	Enterobacteria phage mEpX1	66	57	27.27
NC_021535	Mycobacterium phage Jobu08	85	82	12.94
NC_011399	Ralstonia phage RSM3	14	25	7.14
NC_016761	Salmonella phage SPN1S	52	97	30.77
NC_024375	Listeria phage LP-026	114	30	4.39
NC_025429	Rhizobium phage vB_RleM_P10VF	257	178	10.89
NC_023712	Mycobacterium phage Firecracker	128	45	4.69
NC_021863	Staphylococcus phage SA13	62	30	9.68
NC_021302	Mycobacterium phage Fishburne	77	60	6.49
NC_001962	Bombyx mori nucleopolyhedrovirus	143	8	2.10
NC_017976	Bacillus phage PBC1	50	47	18.00
NC_015456	Shigella virus Shfl1	80	33	10.00
NC_018836	Streptomyces phage phiHau3	72	49	15.28
NC_020477	Bacillus virus Eoghan	75	113	5.33
NC_025459	Aeromonas phage pAh6-C	86	17	8.14
NC_011421	Bacillus virus SPO1	204	182	6.86
NC_022069	Mycobacterium phage Jabbawokkie	106	42	6.60
NC_010178	Pineapple mealybug wilt-associated virus 1	7	1	14.29
NC_009875	Staphylococcus phage SAP-2	20	2	10.00
NC_020158	Halovirus HVTV-1	173	111	7.51
NC_015265	Burkholderia phage KS5	46	18	15.22
NC_008208	Aeromonas virus 25	242	105	14.46
NC_008207	Mycobacterium phage Catera	218	115	5.50
NC_025425	Enterobacteria phage GEC-3S	277	75	10.47
NC_011616	Spodoptera litura nucleopolyhedrovirus II	147	12	2.72
NC_023715	Yersinia phage Yep-phi	45	43	15.56
NC_019508	Clostridium phage phiCP34O	52	18	9.62
NC_004736	Vibrio phage VGJphi	13	1	7.69
NC_012756	Streptococcus phage PH10	54	8	9.26
NC_020481	Pelagibacter phage HTVC010P	64	175	37.50
NC_019919	Yersinia phage phiR201	166	123	16.27
NC_023747	Mycobacterium phage BarrelRoll	95	26	6.32
NC_011308	Listeria phage P40	62	2	1.61
NC_008586	Ectropis obliqua nucleopolyhedrovirus	126	15	2.38
NC_008195	Mycobacterium phage Cooper	99	8	3.03
NC_018279	Salmonella phage vB_SosS_Oslo	79	122	13.92
NC_007646	Ovine gammaherpesvirus 2	73	22	4.11
NC_020857	Cyanophage MED4-117	63	55	25.40
NC_019496	Clostridium phage phiCP26F	49	26	16.33
NC_022915	Ralstonia phage RSK1	54	101	29.63
NC_004165	Bacillus virus B103	17	35	11.76
NC_011022	Mycobacterium phage DD5	87	51	8.05
NC_022988	Mycobacterium phage Bruin	141	143	9.22
NC_002642	Yaba-like disease virus	152	10	2.63
NC_023588	Stenotrophomonas phage Smp131	46	21	19.57
NC_020081	Bacillus phage phiAGATE	210	137	9.52
NC_001895	Escherichia virus P2	43	16	13.95
NC_019511	Staphylococcus virus SA11	186	58	7.53
